,B Cell,Epithelium,Myeloid,T Cell,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID004757-1,0.023496075660239132,0.11828735060160347,0.00046297594040458593,0.22836274323579367,0.12208349335924767,0.03986149567358671,0.46744586552912476,0.7743854920933858,0.6154487558799885
CID004758-1,1.7288217284733467e-05,0.312123554560546,0.00011491513711649198,0.0001728223828978167,0.02339700376310725,0.18424620455139024,0.47992821138765746,0.7202790283480928,0.5387777698402346
CID005704-1,0.000736893597351599,6.461469158488516e-05,0.009974051454486068,0.07389826664765504,0.001632914938159512,0.44118235493853036,0.47251090373223253,0.7261578247376977,0.5035312439452674
CID005705-1,0.03739691382491743,0.0011173553700924354,0.006947325480225087,0.01674359218305805,0.0002457606949932171,0.24007622119353744,0.6974728312531763,0.743534493063137,0.5051762985143978
CID005706-1,0.0006625733313345625,0.012917641046453557,8.197474764764818e-05,0.11318891442586847,0.010564687042404632,0.13268690434072078,0.7298973050655704,0.7864265950159459,0.6104377370493821
CID005707-1,0.12581287350780815,8.833063349344527e-05,0.03690160166056809,0.11658809533505536,0.0015164074044451811,0.11564276853074135,0.6034499229278885,0.7661397931573174,0.5492361959060807
CID005708-1,0.56484584574941,5.3843284207277734e-05,0.012928661256678969,0.042940939432426675,2.0551078209016862e-05,0.13767406491047565,0.24153609428859246,0.8291148219299543,0.46714690129069414
CID005709-1,0.2334533765417877,0.08932384188773485,0.0020848285365846955,0.12543852396722877,0.03695910404094464,0.235030418206379,0.2777099068193404,0.7821191074331315,0.5950315106733499
CID005710-1,0.1429775059424333,0.028303849243334976,0.0005246959477073543,0.11923268855241517,0.06831298275680127,0.24155307003739557,0.39909520751991234,0.7979283701475066,0.6186074588808786
CID005711-1,0.00017450604941603257,0.06394563051006306,0.0002305787985859197,0.08777969785425879,0.04581491634069932,0.35935352625393513,0.44270114419304174,0.7862651376699535,0.5979914580354081
CID005712-1,0.037471550760508746,0.22367032041695842,7.3694050984178335e-06,0.15081666058310664,0.22460524041804372,0.010671855577888642,0.35275700283839534,0.7756811388291173,0.6020388128633964
CID005713-1,0.0071642175499106965,0.008840897953725472,0.0003347450752924105,0.03648272854152844,0.13301308563800746,0.03315075902773197,0.7810135662138036,0.7249975623685421,0.5271089452609202
CID005714-1,0.012338268443474392,0.03245206447734808,0.00013015491235313998,0.008446600781989552,0.113523969039063,0.3817618537144236,0.4513470886313482,0.7264250022969659,0.5050927241690998
CID005715-1,0.2496910687313626,0.0005612403072425362,0.008071258353395411,0.08613961090756225,3.121433895431058e-05,0.09180981991827794,0.5636957874432049,0.7546220028958267,0.458438169437293
CID005716-1,0.03660252157592326,0.11378088973230106,0.00013171519427406788,0.06840090174973332,0.2990711166589074,0.0725776073129588,0.4094352477759021,0.8041985400858652,0.5739214183914437
CID005717-1,0.055398354684841375,0.053956990337089505,0.00019543548341578233,0.07997443412069918,0.10334278708629835,0.34958680810013815,0.3575451901875177,0.7759786841565894,0.5742995069082375
CID005718-1,0.1844979166906381,0.05666154694092431,0.00029842351022416085,0.13506055258168456,0.03797535365072579,0.10340963366470526,0.4820965729610979,0.8013322488649116,0.6063787186472506
CID005719-1,5.729813291169337e-05,0.0031833590510485627,0.0003957652703144663,0.4146500464656773,0.0005458029621986471,0.1086970192302968,0.4724707088875525,0.7831272962257836,0.5451062879322542
CID005720-1,0.002552920990192453,0.0001801946936820968,0.0037078779496129287,0.03272064492939647,0.0012884798836757588,0.48104389442048284,0.47850598713295744,0.7620648827847502,0.5105801588950021
CID005721-1,0.0845227203888597,0.00011961144124704093,0.003375257897429184,0.0746435543718734,0.00030408745964493044,0.0266395312717443,0.8103952371692015,0.7421861647911541,0.545256163925529
CID005722-1,0.0011404297917264308,0.16676884899640398,0.00033529773845144325,0.10933955225813947,0.20118810486824226,0.18647276927518602,0.33475499707185036,0.7312532211558552,0.5866618146990314
CID005723-1,0.00026431800782289244,0.14711690932816252,1.666085143511081e-05,0.07710130250856467,0.04461170035086313,0.24353652602756617,0.4873525829255855,0.7138574103538223,0.6084836712126506
CID005724-1,0.0014024888928619989,0.05352494496944253,0.0003545992019732422,0.09109012412998858,0.053408163481070386,0.11439538096578104,0.6858242983588823,0.7405389742103738,0.5918681487892165
CID005725-1,0.001037154970168318,4.298194936656166e-05,0.0034191177843444697,0.20205046799940282,0.06862967509273178,0.24245728900119692,0.48236331320278913,0.7807827013857165,0.6111555965379595
CID005726-1,0.03867774807078966,0.003619618025922908,0.0002665687636070921,0.00027296120065268436,0.02472120401550805,0.3797485222722362,0.5526933776512835,0.7776975030035393,0.558872495127709
CID005727-1,0.06988510981126853,0.13884054114507294,4.212380245249353e-05,0.017596188207567337,0.22560123402136306,0.16200065080278833,0.3860341522094872,0.757081369133019,0.5875204988716236
CID005728-1,0.001988421190669444,0.2396123593312327,2.3726383601913444e-05,0.00045355806320835257,0.276025269540441,0.09868000022552936,0.3832166652653173,0.7227995329234459,0.5589825920342422
CID005729-1,0.0006867954228230647,0.24370499492929218,0.0001705095934516233,0.008009698176041741,0.01379668132678072,0.33704565176059303,0.39658566879101764,0.6876615039510736,0.5913081734327139
CID005730-1,0.003034399870099055,0.4116096644587067,1.2675499144842427e-05,0.0019465374403180337,0.09446502262279041,0.06215820521920423,0.4267734948897368,0.7529835968671496,0.6066339607480556
CID005731-1,0.10160565900042084,0.23895001913880587,0.0002656881966444883,0.01535540593543887,0.00045293725847955904,0.2549542435612222,0.38841604690898807,0.7416054937248401,0.6066829706199349
CID005732-1,0.19959698806318515,0.19532976042814976,0.0001147620441077518,0.06802524930545895,0.014218815092590988,0.10994660735457887,0.41276781771192844,0.79834345336667,0.6095182267547773
CID005733-1,0.0038683039478192927,0.08804275268025824,9.217810023076445e-05,0.06172922319140655,0.11219424601560778,0.2773710538186013,0.4567022422460762,0.7503485055956511,0.566392588686096
CID005734-1,0.0010963071865657573,0.4914127884597156,0.0002893265736818294,0.00015461608228032345,0.016593565903543717,0.37288542879899866,0.11756796699521402,0.6687291437110147,0.5694604850765284
CID005735-1,0.13497979962308926,0.23308870235605986,9.273930290778159e-06,0.0926421208662857,0.0006271372120444053,0.16264093628676607,0.376012029725464,0.7543700143953416,0.6288572802331469
CID005736-1,0.0030818155217315012,0.11776881684063881,2.915516248971997e-06,0.01686268232090542,0.24529731157466225,0.3027779390781558,0.31420851914765724,0.7188495932979774,0.5399866452894981
CID005737-1,0.021340382793008796,0.21057268773258406,0.0006452088132710409,0.03885367589956557,0.25659940370955836,0.037634566969531845,0.43435407408248033,0.711986225039162,0.5510509152492459
CID005738-1,0.10762000576986755,0.09349762209594616,0.0005446383784356939,0.11366876273902364,0.00012525578001460955,0.318585137364736,0.36595857787197644,0.7368003534633382,0.5912451596588139
CID005739-1,0.0020072970673754745,0.09039583836549633,7.001154116819467e-05,0.15420860257736302,0.12536835078333833,0.09321439946332137,0.5347355002019373,0.7223171696043671,0.5792577527769817
