,T Lineage,Fibroblast,B Cell,Plasma Cell,Myeloid Cell,Endothelial Cell,ILC,Mast Cell,Glial Cell,Epithelial Cell
LINC01524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1938512e-07
AL109610.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL049765.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031674.1,1.8492319e-08,4.0132875e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL121902.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSHZ2,4.1615403e-05,0.00012845614,1.3413997e-05,1.0925265e-05,3.3517222e-06,0.00018459055,2.6659802e-06,2.3593436e-06,9.867024e-06,1.0611921e-05
AL391097.1,0.0,0.0,0.0,4.480432e-08,0.0,0.0,0.0,0.0,0.0,3.434407e-08
AL391097.2,2.4441057e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL109930.1,1.9025066e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354993.1,0.0,0.0,4.859372e-08,3.1204646e-08,0.0,0.0,0.0,0.0,0.0,3.3440202e-07
AL354993.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL157838.1,2.4892938e-06,1.8078726e-06,1.2797113e-06,1.5507962e-06,1.0908899e-06,2.1501885e-06,4.4013236e-06,2.694086e-06,0.0,9.625019e-07
ZNF217,2.6709875e-05,2.8733064e-05,2.6241461e-05,2.4431352e-05,4.82796e-05,1.4152331e-05,6.0253442e-05,1.2858205e-05,1.97865e-05,2.4024836e-05
AC005808.1,1.7584384e-08,0.0,2.3705032e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006076.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCAS1,2.9348216e-06,1.7271349e-06,2.2852764e-06,3.1145187e-06,2.3249386e-06,1.0505654e-06,2.5762216e-05,0.0,2.8243671e-06,6.396642e-05
AC005220.1,1.1098898e-07,0.0,4.1086395e-07,2.0977836e-06,9.896523e-08,0.0,5.505135e-07,0.0,2.5071008e-06,0.0
CYP24A1,1.9147227e-07,7.900858e-07,0.0,7.6243005e-08,3.1555382e-07,0.0,3.2062445e-07,0.0,0.0,0.0
PFDN4,0.00010638255,0.00010662751,9.52416e-05,6.499176e-05,0.000128305,0.00013312516,0.00010775639,9.922825e-05,0.00014368366,0.00010641097
DOK5,3.446731e-07,1.934856e-05,3.2645623e-08,4.2495485e-06,3.5455846e-06,1.4232336e-05,4.7056164e-07,0.0,0.0,0.0
LINC01440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01441,4.5934755e-08,0.0,0.0,2.7378436e-08,0.0,0.0,4.2606268e-07,0.0,0.0,0.0
AL160413.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBLN4,0.0,3.4258435e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2092145e-07
MC3R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139824.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM210B,2.1063339e-05,5.9751128e-05,8.359623e-06,2.2741515e-05,3.7310907e-05,6.3803614e-05,2.1554535e-05,2.914459e-05,0.00018175984,5.996172e-05
AURKA,4.9324062e-06,4.3603673e-06,4.2626116e-06,8.25558e-06,1.090735e-05,2.4411847e-06,7.927747e-06,2.0781732e-05,0.0,3.2760407e-05
CSTF1,2.0630465e-05,2.14618e-05,1.7503822e-05,2.0741038e-05,1.6281312e-05,3.0190895e-05,2.1917056e-05,3.4971254e-05,4.163967e-05,2.2891474e-05
CASS4,2.474965e-05,2.26458e-06,2.3842667e-06,2.4307371e-06,6.0294427e-05,2.813351e-06,3.5882324e-05,1.3690078e-05,0.0,4.5347392e-07
RTF2,0.00010961595,0.000113500944,0.00011237168,9.200921e-05,0.00016766248,0.0001616982,0.00013631296,0.00015360206,0.00022799498,0.000117195785
GCNT7,4.5337803e-08,0.0,1.9448171e-07,1.1864167e-07,0.0,0.0,0.0,0.0,0.0,4.235117e-08
FAM209A,9.4674783e-07,0.0,6.241382e-07,7.729093e-07,8.907742e-07,3.8132055e-07,1.4509652e-06,3.125896e-06,1.9543456e-06,2.2373487e-07
FAM209B,5.173248e-07,2.9286392e-07,2.464558e-07,7.356556e-07,2.0004549e-07,2.1524359e-07,0.0,0.0,0.0,2.1199322e-07
LINC01716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2C,0.0,8.424705e-06,0.0,8.5300354e-07,0.0,0.0,0.0,0.0,5.7987577e-06,2.3208959e-07
AL133232.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL157414.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL157414.1,1.149636e-07,0.0,2.7037842e-07,2.1592406e-07,1.3956202e-07,0.0,2.5414116e-07,0.0,0.0,0.0
BMP7,1.5065023e-06,1.2755185e-05,8.279356e-07,4.3321356e-07,6.576796e-07,4.1417442e-07,7.8472726e-07,5.63242e-06,2.7688124e-05,7.4175415e-07
BMP7-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL122058.1,6.805252e-08,0.0,1.8214953e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPO11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAE1,2.0059577e-05,3.6094065e-05,2.3930212e-05,1.505391e-05,5.050628e-05,3.3265143e-05,2.4045647e-05,1.7683187e-05,4.6178284e-05,3.4010383e-05
MTRNR2L3,2.4885418e-05,5.202281e-05,3.4437217e-05,3.8772672e-05,6.053121e-05,7.621491e-05,3.9006965e-05,3.5089655e-05,3.0075626e-05,9.258707e-05
AL109955.1,3.2527942e-06,0.0,8.207724e-06,1.6687558e-06,1.1277324e-06,0.0,3.670194e-06,2.355172e-06,0.0,8.5374023e-07
RBM38,3.683814e-05,9.918123e-06,9.6724565e-05,2.519533e-05,1.7376466e-05,1.2963379e-05,5.0625986e-05,1.2828476e-05,5.6159e-06,1.9630328e-05
CTCFL,1.2021854e-06,1.3514197e-06,1.2613051e-06,2.2901402e-06,1.8217527e-06,2.2080478e-06,1.5149483e-06,0.0,5.7233033e-06,4.3175487e-07
PCK1,7.0431897e-06,6.8578406e-06,4.5433126e-06,1.1422575e-05,5.423328e-06,5.968646e-06,4.524607e-06,7.938928e-06,6.164774e-06,0.00069530256
AL035541.1,2.4143637e-07,0.0,0.0,5.935772e-07,2.2350036e-07,0.0,0.0,0.0,0.0,1.060736e-07
ZBP1,2.9288289e-05,2.7799324e-06,3.1302458e-05,0.0002516225,4.4892427e-06,5.95475e-06,2.454096e-05,2.906158e-06,2.476602e-06,1.0265899e-05
PMEPA1,1.2424519e-05,9.7076554e-05,2.3925279e-05,3.4813984e-05,1.2927518e-05,6.207469e-05,8.60604e-06,4.1234587e-05,0.00067788933,3.4464163e-05
NKILA,2.7410092e-06,2.5683883e-06,2.0451841e-06,2.8295105e-06,7.87869e-07,2.113535e-06,7.47139e-07,3.1398954e-06,2.911955e-05,1.3235386e-06
AL354984.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6431613e-07
LINC01742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354984.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0908205e-07
C20orf85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8358078e-07
ANKRD60,8.5507054e-08,0.0,0.0,0.0,1.11441054e-07,0.0,0.0,0.0,0.0,0.0
RAB22A,2.8711496e-05,4.781779e-05,2.2751783e-05,2.5774902e-05,3.1748878e-05,5.0395545e-05,3.1326326e-05,2.575482e-05,6.0258335e-05,4.901707e-05
VAPB,2.593472e-05,3.7812653e-05,1.7177808e-05,1.5998505e-05,1.4409533e-05,4.3554315e-05,2.934094e-05,2.9895673e-06,4.8228147e-05,3.5854413e-05
APCDD1L,2.7318034e-08,2.067373e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL050327.1,0.0,0.0,0.0,4.4184006e-08,0.0,3.3113818e-07,0.0,0.0,0.0,0.0
LINC01711,0.0,1.4802059e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7209585e-08
STX16,7.843824e-05,7.793211e-05,4.0439474e-05,3.9700193e-05,6.651358e-05,8.8118075e-05,8.3151e-05,4.2997704e-05,8.707064e-05,4.4459503e-05
STX16-NPEPL1,1.49476e-06,0.0,8.5405634e-07,3.568833e-07,7.467869e-07,1.2637418e-06,4.4727466e-07,6.1465917e-06,0.0,2.3397024e-07
NPEPL1,1.1329608e-05,1.905902e-05,4.9723653e-06,2.2687678e-05,1.7721293e-05,2.5195544e-05,1.3696119e-05,1.3806809e-05,3.9812297e-05,1.6940583e-05
AL132655.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL132655.2,1.240669e-07,0.0,1.3088454e-07,9.836191e-08,0.0,0.0,0.0,0.0,0.0,5.08511e-08
GNAS-AS1,9.255675e-07,8.3385584e-07,8.4822e-07,1.009148e-06,4.7350505e-07,6.981686e-07,2.1275068e-06,3.3095585e-06,2.7479437e-06,7.0967496e-07
AL132655.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAS,0.00028221586,0.00035055168,0.00023433114,0.000542926,0.00041363866,0.00053799903,0.00026053135,0.00016580883,0.00025651298,0.0003004369
AL121917.1,3.3384268e-07,0.0,6.921499e-07,4.0529784e-07,4.823751e-07,4.1724164e-07,2.7817512e-07,0.0,0.0,8.6095343e-07
AL121917.2,6.587605e-08,2.622664e-07,2.23936e-07,1.9820243e-07,7.932729e-08,7.586425e-07,0.0,0.0,0.0,0.0
NELFCD,4.8706574e-05,5.8097416e-05,6.963715e-05,5.365356e-05,3.8024595e-05,5.2685944e-05,4.9010825e-05,1.6501634e-05,5.4413336e-05,5.200578e-05
CTSZ,1.1321278e-05,8.592039e-05,6.246988e-05,8.890599e-05,0.00038634698,0.00011409808,2.0750525e-05,6.9049897e-06,6.510872e-05,0.00016418865
TUBB1,0.0,0.0,2.3788103e-07,0.0,0.0,4.682023e-07,0.0,0.0,0.0,7.7477495e-08
ATP5F1E,0.0013135783,0.00074534275,0.0011487916,0.00096301816,0.0014032861,0.0009717069,0.0011088029,0.00081545376,0.0007816924,0.0010185149
PRELID3B,8.674289e-05,4.9423506e-05,9.02158e-05,7.767333e-05,7.8573605e-05,5.6159e-05,7.9088335e-05,4.7330377e-05,4.3403215e-05,0.00019963928
ZNF831,2.1961652e-05,9.137712e-07,4.1949415e-06,1.9214017e-06,2.5361019e-06,2.5377374e-06,8.028286e-06,0.0,0.0,3.410966e-07
EDN3,1.4600853e-06,0.0,1.1909934e-07,3.651814e-07,3.1134482e-07,5.205421e-07,0.0,0.0,0.0,3.493575e-05
AL035250.1,1.1150856e-06,9.877951e-07,1.0277025e-06,3.7977665e-07,9.1762985e-07,5.2197146e-07,9.603178e-07,2.889127e-06,0.0,4.686827e-07
AL035250.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL389889.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHACTR3,1.2331684e-07,1.5184032e-05,8.3072884e-08,1.6170998e-06,0.0,1.6963091e-06,3.2324735e-07,0.0,6.5088075e-06,6.02222e-06
AL121908.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCP2,6.7593746e-06,1.0134886e-05,1.6681355e-06,2.4440512e-06,1.6883677e-06,1.1766787e-05,2.3664113e-06,6.0779903e-06,3.142284e-05,5.793361e-07
FAM217B,2.6857384e-05,3.4148547e-05,2.0898038e-05,2.1843724e-05,2.0533495e-05,3.649698e-05,2.891428e-05,1.2621507e-05,4.5885616e-05,1.7023438e-05
PPP1R3D,3.9870124e-06,1.2643564e-05,2.7704648e-06,4.4832527e-06,7.192641e-06,2.0124897e-05,6.0129723e-06,6.322942e-06,8.482824e-06,7.739433e-06
CDH26,3.9892385e-07,1.4232381e-06,4.3814404e-07,4.646574e-07,3.1454042e-06,5.172414e-06,9.86888e-07,0.0,0.0,3.5624092e-07
C20orf197,3.2863915e-07,0.0,0.0,2.6775409e-08,1.2003138e-06,0.0,3.7586008e-07,0.0,2.147566e-06,0.0
AL132822.1,0.0,8.9373236e-07,0.0,0.0,2.4409107e-07,0.0,0.0,0.0,0.0,0.0
MIR646HG,1.826727e-06,8.2523826e-07,8.0834343e-07,1.6069898e-06,1.8120749e-06,3.4491478e-07,5.8847277e-06,0.0,0.0,6.826703e-07
AL117372.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139348.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL121910.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH4,1.2758826e-06,2.564997e-06,6.468038e-07,1.2196817e-06,1.431966e-06,9.286022e-07,1.9038445e-06,0.0,2.1367457e-06,1.0899247e-06
BX640515.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL160412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL162457.1,2.978409e-06,8.136949e-07,9.3865634e-07,6.1840836e-07,4.9028284e-07,5.446066e-07,2.174718e-06,3.2786754e-06,0.0,1.9164932e-07
AL162457.2,0.0,3.568288e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF4,7.7216355e-06,1.0724782e-05,6.5351182e-06,5.9177705e-06,8.913685e-06,1.4006318e-05,8.958385e-06,8.8765955e-06,2.314184e-05,1.4147733e-05
AL137077.2,3.2452093e-07,0.0,1.9996901e-07,6.506175e-08,3.2983428e-07,3.498161e-07,0.0,0.0,0.0,9.0447753e-07
LSM14B,6.3953735e-06,1.2143768e-05,6.182325e-06,6.545737e-06,1.27110025e-05,1.7681943e-05,6.3569905e-06,9.455707e-06,7.4113013e-06,1.371314e-05
PSMA7,0.00044364852,0.0004380333,0.00040944546,0.00036168503,0.0005469716,0.0005529948,0.0004220272,0.00025797402,0.0005306448,0.0004821184
SS18L1,7.364727e-06,1.8831846e-05,6.8675063e-06,8.508137e-06,1.4133583e-05,2.7049578e-05,8.951586e-06,2.7941274e-05,5.543675e-06,1.0508546e-05
MTG2,1.9544997e-05,2.448105e-05,2.1083113e-05,2.9296198e-05,2.0724168e-05,2.3785336e-05,2.2191169e-05,1.6910722e-05,2.5130013e-05,2.0392203e-05
HRH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL2,1.882876e-05,2.3509923e-05,1.6118038e-05,2.7004442e-05,1.49102325e-05,3.2948217e-05,2.6721205e-05,4.256825e-06,1.2242117e-05,4.7021138e-05
ADRM1,9.9663244e-05,0.00012335536,0.00010127757,0.0001553971,0.00014840784,0.00015664175,8.479391e-05,0.00010461624,0.00012726923,0.0001492646
AL354836.1,1.004172e-07,3.5235607e-06,1.6503897e-07,0.0,0.0,5.4479e-06,0.0,0.0,0.0,4.5592873e-08
LAMA5,8.008522e-07,3.2863903e-05,4.303479e-06,1.4563503e-05,1.5121486e-06,9.338666e-05,1.0847081e-06,0.0,0.0,7.234404e-07
LAMA5-AS1,0.0,3.7300538e-07,1.06859005e-07,2.1246979e-06,0.0,0.0,0.0,0.0,0.0,2.0174804e-07
AL121832.2,5.2654696e-06,6.5795607e-06,7.6157976e-06,1.022564e-05,5.095477e-06,6.8726004e-06,4.3941095e-06,2.9625705e-06,5.881858e-06,8.1803955e-06
RPS21,0.0017075383,0.00075068785,0.0021064486,0.0010527343,0.0012041072,0.00084609434,0.0014794093,0.0012666922,0.0005799914,0.0009507634
CABLES2,1.4243542e-06,3.030163e-06,1.6003133e-06,2.240874e-06,2.7932913e-06,1.2962098e-06,1.4098727e-06,2.853044e-06,0.0,5.1811553e-06
RBBP8NL,3.7291628e-07,0.0,2.877186e-07,3.7869475e-07,0.0,1.3973539e-07,0.0,5.7985812e-06,0.0,8.3508814e-05
AL121832.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5591746e-06
GATA5,1.01452486e-07,0.0,1.8075272e-07,9.1848264e-08,2.1309127e-07,1.6781884e-07,4.177847e-07,0.0,0.0,2.0536238e-05
AL499627.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8237304e-07
AL499627.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1-1HG-AS1,2.694478e-07,2.5250915e-06,2.6185103e-07,3.3058586e-07,6.001032e-07,2.8853572e-07,2.558407e-06,5.350439e-06,2.3116795e-06,5.6080385e-08
MIR1-1HG,0.0,2.6909942e-07,0.0,0.0,9.5968495e-08,0.0,0.0,0.0,0.0,0.0
BX640514.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX640514.2,0.0,0.0,0.0,2.8102408e-08,0.0,0.0,0.0,0.0,0.0,0.0
AL450469.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL450469.1,0.0,0.0,0.0,7.270066e-08,0.0,0.0,0.0,0.0,0.0,0.0
AL357033.1,4.6152005e-07,0.0,4.3182476e-07,8.7409404e-07,8.609282e-07,5.828701e-07,5.051376e-07,0.0,0.0,8.7959495e-07
SLCO4A1,2.1203314e-06,2.3084801e-06,6.046122e-06,1.36978815e-05,1.2438293e-05,3.3917455e-05,3.6218862e-06,4.304455e-06,0.0,1.3579005e-05
AL357033.4,3.7417196e-06,5.358267e-07,3.3484569e-06,4.717561e-06,2.531538e-06,7.7950506e-07,8.987633e-06,2.9726014e-06,0.0,3.7996108e-06
AL357033.3,1.6947256e-07,0.0,0.0,6.035788e-07,7.328836e-08,1.1283691e-07,2.8798598e-07,0.0,0.0,4.9267913e-07
SLCO4A1-AS1,2.0550528e-08,0.0,3.2498056e-07,4.2386733e-07,1.06731875e-07,0.0,0.0,0.0,0.0,1.4009412e-05
LINC00686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTSR1,2.3454888e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL357033.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00659,8.473608e-07,0.0,4.2776082e-07,2.2586198e-07,0.0,0.0,3.7977202e-07,0.0,0.0,2.0259397e-06
MRGBP,5.7305388e-06,1.2099461e-05,7.0639285e-06,8.330448e-06,9.897725e-06,1.3744131e-05,7.3454116e-06,2.7514184e-06,2.3436971e-06,2.0494146e-05
OGFR-AS1,0.0,0.0,0.0,3.8172494e-08,1.9976939e-07,4.1533937e-07,0.0,0.0,0.0,1.7770806e-07
OGFR,3.792916e-05,4.829067e-05,3.9482427e-05,5.3608364e-05,7.876548e-05,5.330576e-05,3.7673253e-05,2.8441364e-05,5.64457e-05,4.8641148e-05
COL9A3,6.413416e-07,2.026545e-06,2.3184093e-05,5.9986367e-05,2.636357e-06,3.1543616e-06,8.823806e-07,0.0,0.00015315424,3.7845857e-06
TCFL5,2.5587685e-06,7.596098e-06,3.1116838e-06,2.5369616e-06,4.3517753e-06,1.2581786e-05,3.1857603e-06,2.1332974e-06,8.406837e-06,2.5328231e-06
DIDO1,4.258803e-05,4.5721994e-05,4.3379914e-05,2.9437555e-05,2.6834152e-05,5.8112353e-05,4.2530064e-05,2.4909148e-05,7.726742e-05,3.2270906e-05
AL117379.1,3.3982083e-06,3.7022749e-06,3.1799182e-06,1.3087227e-06,2.2438712e-06,4.086001e-06,3.900539e-06,8.824605e-06,0.0,1.4120471e-06
GID8,5.260738e-05,7.1567236e-05,6.459264e-05,5.8769474e-05,6.1907594e-05,7.4060175e-05,7.266777e-05,4.0112303e-05,5.331659e-05,7.7810946e-05
SLC17A9,9.828509e-07,5.0966332e-06,1.2475733e-05,7.560961e-05,3.5892392e-06,1.4656541e-06,6.2795953e-06,3.1082013e-06,4.5231727e-06,4.7795265e-06
BHLHE23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0221465e-07
LINC01749,0.0,0.0,0.0,6.098191e-08,0.0,0.0,0.0,0.0,0.0,0.0
LINC00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01056,0.0,0.0,0.0,6.7374884e-08,0.0,0.0,0.0,0.0,0.0,0.0
HAR1B,3.107101e-06,3.1557565e-07,4.2605885e-07,1.4544551e-06,6.7606294e-08,0.0,1.3126701e-06,3.1101508e-06,0.0,1.9309374e-07
HAR1A,2.3725806e-06,8.159129e-07,2.7389288e-07,6.98808e-07,1.3967197e-07,5.624767e-07,2.3705354e-06,0.0,0.0,8.379389e-07
AL096828.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3852782e-08
AL096828.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YTHDF1,1.4214241e-05,2.158972e-05,1.0669665e-05,2.1313497e-05,2.3168022e-05,3.584516e-05,1.2690563e-05,8.944308e-06,2.398032e-05,2.788141e-05
AL096828.3,1.2697329e-07,2.517784e-07,0.0,1.3270103e-07,2.4947811e-08,0.0,0.0,0.0,0.0,1.2355792e-07
BIRC7,6.921689e-08,0.0,1.4550645e-07,0.0,1.18790034e-07,2.3730892e-07,0.0,0.0,0.0,0.0
NKAIN4,0.0,4.7963374e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.2134545e-06,6.152637e-08
AL121827.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGAP1,1.4070883e-05,3.181502e-05,9.686635e-06,2.8348013e-05,1.8388462e-05,2.7523614e-05,1.1507401e-05,2.0982578e-05,1.340991e-05,3.3264074e-05
COL20A1,0.0,0.0,0.0,3.2662452e-08,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA4,0.0,0.0,0.0,0.0,0.0,1.8345123e-06,0.0,0.0,0.0,0.0
AL121827.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ2,2.2030059e-07,0.0,3.0500868e-07,0.0,0.0,3.7355587e-06,4.0723805e-07,0.0,0.0,0.0
AL353658.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353658.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1A2,1.1768363e-07,0.0,2.983674e-07,7.851724e-08,2.4792706e-07,0.0,4.6936174e-07,0.0,0.0,1.3019849e-07
AL121829.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPDPF,0.0006612182,0.0006471674,0.0005519522,0.0006020956,0.00040507372,0.00038421893,0.0005156906,0.000594096,0.0010228682,0.0008855903
PTK6,1.9927538e-06,2.3982498e-06,2.298282e-06,2.1322332e-06,4.2349848e-06,2.2906968e-06,3.116174e-06,6.597076e-06,0.0,4.4085118e-05
SRMS,0.0,0.0,0.0,3.252e-08,0.0,0.0,0.0,0.0,0.0,1.7023251e-07
AL121829.2,9.4775274e-08,0.0,8.4999266e-07,2.4148972e-06,5.7030288e-08,0.0,0.0,0.0,0.0,5.327973e-07
FNDC11,1.7801055e-07,1.7595252e-06,1.0736e-06,1.6738459e-06,0.0,0.0,0.0,0.0,0.0,9.2298734e-08
HELZ2,2.0048092e-05,2.0696516e-05,1.4743204e-05,2.0634581e-05,1.48766e-05,4.9369562e-05,1.39473805e-05,1.0568547e-05,3.0695865e-05,4.5544206e-05
GMEB2,7.162638e-06,7.779958e-06,8.345249e-06,5.363736e-06,5.384402e-06,8.521382e-06,7.1799805e-06,0.0,9.064639e-06,8.344199e-06
MHENCR,3.8136594e-05,8.56264e-06,7.843341e-05,1.9837677e-05,1.6488018e-05,2.547408e-05,1.9540112e-05,6.381411e-06,1.3498683e-05,1.102369e-05
STMN3,3.3668246e-05,5.23338e-05,2.0439882e-05,6.0531256e-06,4.088859e-06,2.6483398e-05,7.79831e-06,6.2756685e-06,3.0575848e-05,2.221906e-06
RTEL1,2.2886564e-08,3.5405685e-07,0.0,8.891703e-08,0.0,0.0,0.0,0.0,0.0,3.557568e-07
RTEL1-TNFRSF6B,2.6304019e-08,0.0,0.0,1.5104418e-07,5.758428e-07,1.273282e-06,0.0,0.0,0.0,5.3078776e-07
TNFRSF6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFRP1,7.035169e-05,6.7528366e-05,6.289946e-05,5.123704e-05,4.5436704e-05,7.718976e-05,7.433529e-05,4.4943383e-05,0.00010325547,5.321644e-05
ZGPAT,4.0014368e-07,0.0,2.449633e-07,6.100599e-07,3.3147023e-07,4.3350357e-07,1.1454549e-06,0.0,0.0,3.7320973e-07
AL121845.3,8.0003126e-08,0.0,0.0,0.0,1.6991001e-07,0.0,0.0,0.0,0.0,2.08869e-07
AL121845.4,7.1393794e-07,2.5318542e-07,0.0,4.2649555e-07,6.112126e-08,0.0,0.0,0.0,0.0,0.0
LIME1,5.162295e-07,0.0,0.0,9.0491136e-07,0.0,0.0,2.0000897e-07,0.0,0.0,0.0
AL121845.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC2A4RG,3.0260468e-05,4.4195127e-05,7.286079e-06,1.7048842e-05,7.781618e-06,2.0583218e-05,1.29263635e-05,0.0,3.1103384e-05,1.3335003e-05
ZBTB46,3.7429044e-07,1.4761732e-05,2.2159696e-07,7.816105e-07,1.00920515e-05,2.7950931e-05,1.4191197e-06,0.0,0.0,6.52355e-07
AL121845.1,7.57267e-07,8.747835e-07,2.7101518e-07,2.2284601e-07,0.0,2.0698226e-06,0.0,0.0,4.785307e-06,0.0
ZBTB46-AS1,1.0301372e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL118506.1,6.016191e-06,2.9226362e-06,5.1813513e-06,6.438841e-06,5.551231e-06,2.6966825e-06,8.475241e-06,5.8566493e-06,4.8460533e-06,3.7040295e-06
ABHD16B,2.1874433e-08,1.1721568e-07,0.0,5.4728893e-08,0.0,0.0,0.0,0.0,0.0,0.0
TPD52L2,3.0339772e-05,6.588887e-05,3.3889144e-05,3.2949287e-05,4.5567995e-05,5.788446e-05,4.375994e-05,2.222598e-05,3.536155e-05,3.636393e-05
DNAJC5,1.5746893e-05,1.5438654e-05,9.082966e-06,1.5031196e-05,4.004783e-05,2.7736622e-05,1.5088118e-05,1.14834e-05,8.043618e-06,3.6337577e-05
UCKL1,1.8952795e-05,1.9262849e-05,2.2973654e-05,2.307526e-05,1.5326445e-05,2.8687731e-05,2.2428934e-05,1.7131108e-05,1.5410404e-05,3.6083402e-05
UCKL1-AS1,2.2910817e-06,2.661573e-06,1.3800989e-06,2.0591992e-06,2.5181243e-06,2.1614892e-06,2.2994323e-06,1.5263354e-06,0.0,3.412208e-06
ZNF512B,5.5924233e-06,1.4010334e-05,2.8173376e-06,5.159201e-06,3.4414304e-06,1.1929999e-05,6.7271167e-06,0.0,8.090934e-06,1.1856303e-06
SAMD10,4.6108844e-06,0.0,3.0619383e-06,2.4848846e-06,2.1741023e-06,4.400268e-06,1.7360655e-05,0.0,0.0,3.7001612e-06
